,auc,sigma,gamma,optimal,optimistic@0,optimistic@0.1,optimistic@0.2,optimistic@0.3,optimistic@0.4,optimistic@0.5,optimistic@0.6,optimistic@0.7,optimistic@0.8,optimistic@0.9,optimistic@1
0,0.9998385431812429,0.01,0.5,1.0,1.0595370897771281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.9868516803331713,0.1,0.5,1.0,1.0596994427805804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0280551206538902
2,0.9569559557790763,0.2,0.5,1.0,1.0596994427805804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0306102172984293
3,0.9189362512982935,0.3,0.5,1.0,1.0596994427805804,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0308794751888524
4,0.8770990557317708,0.4,0.5,1.0000000000000002,1.0596994427805804,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0317316963121594
5,0.8333363423936785,0.5,0.5,1.0000000000000002,1.0596994427805804,1.0096062976818323,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0090211050633782,1.0322059327121367
6,0.788207003453236,0.6,0.5,1.0000000000000002,1.0596994427805804,1.0369034259866656,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.003632430620137,1.0213384810609307,1.0324737088808051
7,0.7411829085658302,0.7,0.5,1.0000000000000002,1.0596994427805804,1.0518909594968264,1.0267335321785254,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0005532074566674,1.0174404006163473,1.0293632096901313,1.033354950437717
8,0.6903745840901906,0.8,0.5,1.004803796378724,1.0596994427805804,1.0584858860748068,1.048498582209044,1.0209549450982613,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0157965280676196,1.0282056657759904,1.0333048229890551,1.033920519568471
9,0.6302339395753846,0.9,0.5,1.010531415333631,1.0596994427805804,1.0596805212983305,1.0589304679048785,1.0492757743263943,1.02212759209268,1.0075902127386254,1.018402802615348,1.0299813366178896,1.0342867411960388,1.0345907135054686,1.0345907135054686
10,0.5400203075835843,0.99,0.5,1.0149309458527846,1.0596994427805804,1.0596994427805804,1.0596994427805804,1.0596994427805804,1.059490388059939,1.0295992852991491,1.0352610575861307,1.035461990961322,1.035461990961322,1.035461990961322,1.035461990961322
