,auc,sigma,gamma,optimal,optimistic@0,optimistic@0.1,optimistic@0.2,optimistic@0.3,optimistic@0.4,optimistic@0.5,optimistic@0.6,optimistic@0.7,optimistic@0.8,optimistic@0.9,optimistic@1
0,0.9998385431812429,0.01,0.5,1.0,1.1027708655202897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.9868516803331713,0.1,0.5,1.0,1.102984585268212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0553101535748435
2,0.9569559557790763,0.2,0.5,1.0,1.102984585268212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.058795450135512
3,0.9189362512982935,0.3,0.5,1.0000000000000002,1.102984585268212,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0603375233562042
4,0.8770990557317708,0.4,0.5,1.0000000000000002,1.102984585268212,1.0140016422895002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0198772117502093,1.0623482454940485
5,0.8333363423936785,0.5,0.5,1.0000000000000002,1.102984585268212,1.0518315189363516,1.0028585500129124,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.015081312105293,1.0395347316488515,1.0639167178549918
6,0.788207003453236,0.6,0.5,1.0031044143643995,1.102984585268212,1.0785650020418491,1.039143200543941,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.012805619568667,1.0329721268631913,1.0531935706226072,1.065550202065002
7,0.7411829085658302,0.7,0.5,1.010781392203362,1.102984585268212,1.0943800547684952,1.0685982246934818,1.0334050025619361,1.0066645749996699,1.0016215616560669,1.0135534159463881,1.0324416434641714,1.0515736738254922,1.0640291283748233,1.0681569985982533
8,0.6903745840901906,0.8,0.5,1.0184138461088437,1.102984585268212,1.1015629559311453,1.0907711912331781,1.0639504138031957,1.0319754183698349,1.0213319599838921,1.031881831896601,1.0504414106071955,1.0637946150325859,1.069300697507408,1.069818134699861
9,0.6302339395753846,0.9,0.5,1.0246009412136972,1.102984585268212,1.1029550209116659,1.1020372016665425,1.0921203556027437,1.0603893866007763,1.04065857229878,1.0531716188156364,1.0658738701368784,1.070704778402656,1.0710838643413192,1.0710869275400579
10,0.5400203075835843,0.99,0.5,1.030442984837989,1.102984585268212,1.102984585268212,1.102984585268212,1.102984585268212,1.102527059928371,1.0681429904029376,1.0733437619782238,1.0735004644032502,1.0735004644032502,1.0735004644032502,1.0735004644032502
