,auc,sigma,gamma,optimal,optimistic@0,optimistic@0.1,optimistic@0.2,optimistic@0.3,optimistic@0.4,optimistic@0.5,optimistic@0.6,optimistic@0.7,optimistic@0.8,optimistic@0.9,optimistic@1
0,0.9998385431812429,0.01,0.5,1.0,1.264288515930929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.9868516803331713,0.1,0.5,1.0,1.264288515930929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0792708910183628
2,0.9569559557790763,0.2,0.5,1.0,1.264288515930929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0792708910183628
3,0.9189362512982935,0.3,0.5,1.0,1.264288515930929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0199542585491403,1.0935536569445818
4,0.8770990557317708,0.4,0.5,1.0,1.264288515930929,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0199542585491403,1.0935536569445818,1.0935536569445818
5,0.8333363423936785,0.5,0.5,1.0,1.264288515930929,1.1511606657237252,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0729402768859655,1.0935536569445818,1.140884510517626,1.0935536569445818
6,0.788207003453236,0.6,0.5,1.0199542585491403,1.264288515930929,1.1839277627334168,1.140884510517626,1.0199542585491403,1.0199542585491403,1.0199542585491403,1.0935536569445818,1.1511606657237252,1.1772931921428849,1.1522140229127993,1.140884510517626
7,0.7411829085658302,0.7,0.5,1.140884510517626,1.264288515930929,1.264288515930929,1.155295212813371,1.1511606657237252,1.1333277876928969,1.1511606657237252,1.1772931921428849,1.1772931921428849,1.1772931921428849,1.1772931921428849,1.1705548602834717
8,0.6903745840901906,0.8,0.5,1.1772931921428849,1.264288515930929,1.264288515930929,1.2607729701520471,1.1772931921428849,1.1772931921428849,1.19387961861923,1.2435510551529494,1.2241009426096905,1.1772931921428849,1.1772931921428849,1.1772931921428849
9,0.6302339395753846,0.9,0.5,1.1772931921428849,1.264288515930929,1.264288515930929,1.264288515930929,1.264288515930929,1.2241009426096905,1.287433275563812,1.287433275563812,1.1772931921428849,1.1772931921428849,1.1772931921428849,1.1772931921428849
10,0.5400203075835843,0.99,0.5,1.1772931921428849,1.264288515930929,1.264288515930929,1.264288515930929,1.264288515930929,1.264288515930929,1.3691912780056523,1.1772931921428849,1.1772931921428849,1.1772931921428849,1.1772931921428849,1.1772931921428849
