,auc,sigma,gamma,optimal,optimistic@0,optimistic@0.1,optimistic@0.2,optimistic@0.3,optimistic@0.4,optimistic@0.5,optimistic@0.6,optimistic@0.7,optimistic@0.8,optimistic@0.9,optimistic@1
0,0.9998385431812429,0.01,0.5,1.0008672039687032,1.1083228872372275,1.0025957209922656,1.0018983959959824,1.001495578067734,1.00130224788564,1.0011532390150115,1.001190542132003,1.0011931741469002,1.001276300470639,1.001576144300425,1.0205469601247237
1,0.9868516803331713,0.1,0.5,1.0076530932028696,1.1083730214295926,1.0234996322131544,1.017409312790566,1.0141023091841137,1.0122371406279382,1.0113112917274447,1.0109397296410239,1.0110739817657788,1.0122034012273409,1.0151437222313033,1.0628165173183224
2,0.9569559557790763,0.2,0.5,1.0149725822726312,1.1083730214295926,1.044498995849879,1.034092352766937,1.027806248596677,1.0240860111752754,1.021723585735444,1.0211038360679376,1.0215894577737286,1.0238164179097364,1.0288253507567457,1.0648303134008503
3,0.9189362512982935,0.3,0.5,1.0210513103201124,1.1083730214295926,1.0617898326383823,1.0479273101624604,1.039699304866215,1.0348129545886913,1.0313023291533439,1.0299471973433014,1.0308386030593748,1.033777836024353,1.0403461524272852,1.0667897547550595
4,0.8770990557317708,0.4,0.5,1.0258484010016093,1.1083730214295926,1.0769478012345253,1.0608873140315556,1.0502541741446745,1.0428026529483154,1.0387855428088957,1.0375832110408503,1.0387666188044735,1.0433832746071952,1.050619520624547,1.068178066394361
5,0.8333363423936785,0.5,0.5,1.0304730121029286,1.1083730214295926,1.0890144643204354,1.0725175474321758,1.060054644755272,1.0511734222685207,1.0460945614552188,1.044328546595949,1.0462698963534838,1.0515064465954491,1.059250455807784,1.0702337620446838
6,0.788207003453236,0.6,0.5,1.0345322150776892,1.1083730214295926,1.097786016409709,1.0831134501824402,1.0699255624818362,1.0592962317729797,1.0537884029056326,1.0516929205052217,1.0538632037831712,1.059528142880412,1.0663020747176841,1.0718241475473629
7,0.7411829085658302,0.7,0.5,1.0384413973830822,1.1083730214295926,1.1048246168097853,1.0948616944494465,1.0814692454613415,1.0694929018121675,1.0617508564964153,1.0592614733199934,1.0620091511629834,1.067211445793857,1.0720360361595815,1.0738786563448244
8,0.6903745840901906,0.8,0.5,1.0419669265444969,1.1083730214295926,1.107857424634937,1.1032934034903352,1.0916506440213944,1.0778878056578343,1.0685296528031027,1.0655035745730812,1.0685879420966973,1.072680444959393,1.0751075402871102,1.075366658380489
9,0.6302339395753846,0.9,0.5,1.0446828188244857,1.1083730214295926,1.1083717035969123,1.1079899798178712,1.103775848235651,1.0901611020487656,1.0766145319212062,1.073164192190706,1.0751468226846113,1.0769504474499982,1.0771539807736215,1.0771588931797633
10,0.5400203075835843,0.99,0.5,1.047565571956556,1.1083730214295926,1.1083730214295926,1.1083730214295926,1.1083730214295926,1.1082144421324027,1.0895980166021209,1.0794207535232032,1.0794083519815336,1.0794083519815336,1.0794083519815336,1.0794083519815336
